City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,ola,59.5833,151.2833,62.15,98,100,9.33,RU,1690424320
365,newnham,-41.3833,147.1333,54.55,70,100,19.57,AU,1690424047
366,iquique,-20.2208,-70.1431,64.44,84,59,1.79,CL,1690424320
367,chalus,36.655,51.4204,72.86,88,40,0.0,IR,1690424320
368,rio de janeiro,-22.9028,-43.2075,73.36,83,0,8.05,BR,1690424320
369,kulhudhuffushi,6.6221,73.07,82.2,72,98,5.26,MV,1690424320
370,usinsk,65.9939,57.5281,61.54,85,62,4.25,RU,1690424321
371,rawai,7.7797,98.3253,86.99,73,99,17.36,TH,1690424321
372,puyang,29.4603,119.8861,86.2,63,39,9.55,CN,1690424321
373,kangding,30.0513,101.9603,68.63,78,73,2.68,CN,1690424321
374,mweka,-4.85,21.5667,69.42,45,12,2.04,CD,1690424174
375,vangaindrano,-23.35,47.6,64.33,72,72,4.09,MG,1690424321
376,papao,-17.75,-149.55,76.68,82,39,6.04,PF,1690424321
377,pithiviers,48.1667,2.25,64.83,74,90,11.16,FR,1690424139
378,vila franca do campo,37.7167,-25.4333,68.41,85,0,4.9,PT,1690424322
379,salahonda,2.1019,-78.7217,80.06,84,18,9.35,CO,1690424322
380,cabo san lucas,22.8909,-109.9124,90.61,74,20,10.36,MX,1690424322
381,nieuw amsterdam,5.8833,-55.0833,79.02,88,100,6.71,SR,1690424322
382,fortuna,40.5982,-124.1573,65.91,74,0,12.66,US,1690424056
383,ust'-uda,54.1742,103.0304,70.14,62,19,8.57,RU,1690424322
384,lerwick,60.1545,-1.1494,50.0,87,0,2.57,GB,1690424322
385,la'ie,21.6477,-157.9253,87.76,74,20,16.62,US,1690424322
386,okhotsk,59.3833,143.3,63.34,83,96,2.28,RU,1690424067
387,salinas,36.6777,-121.6555,73.8,78,100,17.27,US,1690424323
388,lagrange,33.0393,-85.0313,81.27,76,43,3.78,US,1690424148
389,kabalo,-6.05,26.9167,71.1,34,99,3.94,CD,1690424323
390,komatipoort,-25.4332,31.9548,57.81,69,0,4.45,ZA,1690424323
391,tsiombe,-25.3,45.4833,64.45,57,0,13.0,MG,1690424323
392,obo,5.3998,26.4869,68.31,98,100,4.09,CF,1690424323
393,santa cruz,-17.8,-63.1667,67.46,56,75,16.11,BO,1690424323
394,porto torres,40.835,8.3972,64.58,70,82,7.76,IT,1690424323
395,chibougamau,49.9168,-74.3659,67.62,68,100,5.61,CA,1690424070
396,america dourada,-11.4553,-41.4361,65.89,84,27,9.46,BR,1690424324
397,devarkonda,16.7,78.9333,73.62,93,100,22.82,IN,1690424324
398,zemetchino,53.4973,42.6163,66.29,90,19,7.81,RU,1690424324
399,fortaleza,-3.7227,-38.5247,80.73,78,0,11.5,BR,1690424079
400,villanueva de cordoba,38.3228,-4.6287,63.54,44,0,3.78,ES,1690424324
401,tateyama,34.9833,139.8667,82.6,76,12,9.33,JP,1690424324
402,peace river,56.2501,-117.286,64.71,82,100,6.91,CA,1690424324
403,laguna,38.421,-121.4238,95.45,38,0,14.97,US,1690424150
404,qui nhon,13.7667,109.2333,87.57,64,96,12.62,VN,1690424325
405,yamba,-5.9,22.3,69.33,38,19,2.1,CD,1690424325
406,bikenibeu village,1.3673,173.1241,87.76,70,40,6.91,KI,1690424325
407,matiguas,12.8373,-85.4622,73.63,89,98,4.16,NI,1690424325
408,bakchar,57.0186,82.0711,66.43,81,48,3.24,RU,1690424325
409,howard springs,-12.497,131.047,82.31,25,100,5.23,AU,1690424325
410,tangalle,6.024,80.7911,78.96,82,100,9.89,LK,1690424049
411,an nuhud,12.7,28.4333,75.9,66,100,12.73,SD,1690424325
412,howrah,22.5892,88.3103,84.2,89,75,8.05,IN,1690424033
413,necochea,-38.5473,-58.7368,47.8,71,100,14.76,AR,1690424326
414,castillos,-34.1667,-53.8333,49.21,80,0,13.6,UY,1690424063
415,walvis bay,-22.9575,14.5053,51.1,81,0,1.74,,1690424326
416,carhuaz,-9.2819,-77.6447,58.23,62,29,1.88,PE,1690424326
417,qarauyl,48.9451,79.255,75.13,31,100,3.27,KZ,1690424326
418,koryazhma,61.3143,47.1691,59.85,99,100,7.18,RU,1690424326
419,beyla,8.6833,-8.6333,67.26,99,54,2.98,GN,1690424326
420,ankang,32.68,109.0172,79.63,82,100,2.51,CN,1690424327
421,beloyarskiy,63.7119,66.6722,57.97,98,100,5.7,RU,1690424327
422,eyl,7.9803,49.8164,76.64,66,58,23.87,SO,1690424327
423,anzio,41.4853,12.6179,73.27,60,2,5.77,IT,1690424327
424,mawu,29.5923,107.3139,74.25,95,100,0.92,CN,1690424327
425,tori-fatehpur,25.45,79.1333,89.58,60,100,7.54,IN,1690424327
426,tamandare,-8.7597,-35.1047,74.21,86,43,5.64,BR,1690424327
427,nogliki,51.8333,143.1667,62.71,97,100,9.84,RU,1690424327
428,gadzhiyevo,69.2551,33.3362,50.36,95,100,1.88,RU,1690424327
429,chapaev,50.2,51.1667,76.1,48,5,6.73,KZ,1690424328
430,seneca,41.1167,-83.1166,84.27,75,98,19.53,US,1690424328
431,madras,13.0878,80.2785,82.38,77,75,9.22,IN,1690424328
432,dumas,35.8656,-101.9732,86.61,28,0,10.36,US,1690424328
433,cockburn town,21.4612,-71.1419,83.43,84,74,21.39,TC,1690424328
434,sandpoint,48.2766,-116.5533,80.85,29,0,4.61,US,1690424206
435,greymouth,-42.4667,171.2,49.23,66,92,9.37,NZ,1690424328
436,copala,16.65,-98.9833,81.19,81,14,1.28,MX,1690424328
437,markala,13.7021,-6.0659,85.86,55,100,11.05,ML,1690424329
438,portland,45.5234,-122.6762,82.45,36,75,10.36,US,1690424202
439,loukhi,66.0764,33.0381,51.58,93,17,1.63,RU,1690424329
440,moyale,3.5167,39.0584,66.65,62,99,13.31,KE,1690424329
441,hakha,22.65,93.6167,68.49,80,77,2.01,MM,1690424329
442,auki,-8.7676,160.7034,79.12,89,100,5.75,SB,1690424329
443,praia,14.9215,-23.5087,79.34,83,75,12.66,CV,1690424329
444,hajjah,15.6943,43.6058,73.36,53,39,1.5,YE,1690424329
445,oranjemund,-28.55,16.4333,52.63,73,0,6.2,,1690424330
446,balsta,59.5671,17.5278,51.87,93,14,5.97,SE,1690424330
447,renfrew,55.872,-4.3925,57.34,90,100,10.36,GB,1690424330
448,hailin,44.5833,129.4167,81.7,66,61,5.95,CN,1690424330
449,shwebo,22.5667,95.7,85.46,65,72,11.54,MM,1690424330
450,fendou,46.65,124.8667,83.52,71,98,16.84,CN,1690424330
451,crane,31.3974,-102.3501,90.05,28,14,15.32,US,1690424330
452,palapag,12.5458,125.1147,87.58,63,100,8.7,PH,1690424330
453,motueka,-41.1333,173.0167,57.09,48,4,9.84,NZ,1690424331
454,"laikit, laikit ii (dimembe)",1.4792,124.9735,86.85,55,20,17.27,ID,1690424331
455,jiazi,22.8779,116.067,86.13,71,99,8.23,CN,1690424331
456,thurso,58.5927,-3.5259,53.85,86,35,17.31,GB,1690424331
457,vila velha,-20.3297,-40.2925,69.94,89,40,2.3,BR,1690424142
458,tshikapa,-6.4167,20.8,71.87,35,48,2.37,CD,1690424331
459,punta arenas,-53.15,-70.9167,31.23,78,16,8.79,CL,1690424221
460,lecheng,25.1238,113.3254,90.63,61,38,3.2,CN,1690424331
461,basyun,30.9398,30.8134,75.2,68,0,0.65,EG,1690424332
462,vilhena,-12.7406,-60.1458,70.83,49,5,3.87,BR,1690424332
463,bor,56.3567,44.0669,69.73,92,4,10.92,RU,1690424332
464,berezna,51.5716,31.7846,62.11,97,78,6.69,UA,1690424332
465,zhangye,38.9342,100.4517,85.95,22,100,4.94,CN,1690424332
466,east end,34.5507,-92.341,88.9,83,72,5.97,US,1690424332
467,barhi,23.9,80.8,86.09,61,95,6.85,IN,1690424332
468,urangan,-25.3,152.9,68.2,83,91,13.89,AU,1690424332
469,ciudad lazaro cardenas,17.9583,-102.2,83.08,75,61,5.35,MX,1690424332
470,salalah,17.0151,54.0924,77.09,94,100,8.05,OM,1690424175
471,vallenar,-28.5708,-70.7581,59.49,71,100,1.68,CL,1690424333
472,boa vista,2.8197,-60.6733,76.98,88,40,3.44,BR,1690424189
473,arkadak,51.9326,43.4978,70.36,57,87,8.32,RU,1690424333
474,eno,62.8051,30.1542,52.09,84,98,2.15,FI,1690424333
475,puntarenas,9.9763,-84.8384,80.78,83,100,3.6,CR,1690424333
476,ribeira brava,32.65,-17.0667,72.23,72,1,3.91,PT,1690424333
477,birobidzhan,48.8,132.95,84.76,55,2,4.52,RU,1690424333
478,danbury,41.3948,-73.454,77.47,81,0,8.05,US,1690424333
479,belomorsk,64.5232,34.7668,51.13,95,8,2.01,RU,1690424334
480,lubang,13.8584,120.124,83.16,83,94,31.03,PH,1690424334
481,yahualica de gonzalez gallo,21.1333,-102.85,63.61,89,100,3.22,MX,1690424334
482,tindouf,27.6711,-8.1474,77.45,29,0,18.41,DZ,1690424334
483,mandera,3.9366,41.867,74.89,60,59,15.32,KE,1690424334
484,barentu,15.1139,37.5928,69.33,83,98,7.05,ER,1690424334
485,kilju,40.9642,129.3278,89.71,47,84,4.03,KP,1690424334
486,polyarnyy,69.1989,33.4478,50.49,96,100,1.92,RU,1690424334
487,neiafu,-18.65,-173.9833,75.88,69,100,4.61,TO,1690424335
488,tshabong,-26.05,22.45,51.06,40,0,7.34,BW,1690424335
489,singerei,47.6667,28.1667,64.65,93,100,11.97,MD,1690424335
490,benguela,-12.5763,13.4055,68.16,84,74,5.28,AO,1690424335
491,ilhabela,-23.7781,-45.3581,72.41,60,12,3.33,BR,1690424335
492,mossel bay,-34.1831,22.146,53.53,80,33,5.68,ZA,1690424335
493,ouadda,8.0777,22.4007,69.28,93,100,1.36,CF,1690424335
494,vorkuta,67.5,64.0,56.62,91,100,4.56,RU,1690424335
495,zheleznodorozhnyy,55.7503,38.0042,63.12,91,100,3.44,RU,1690424335
496,sao raimundo nonato,-9.0153,-42.6994,72.57,45,87,2.15,BR,1690424336
497,celestun,20.8667,-90.4,82.9,74,100,18.34,MX,1690424038
498,tabou,4.423,-7.3528,75.99,90,99,8.14,CI,1690424058
499,melekeok village,7.4957,134.6367,77.56,94,100,16.11,PW,1690424336
500,akureyri,65.6835,-18.0878,48.13,76,100,4.61,IS,1690424336
501,iskilip,40.7353,34.4739,71.64,30,0,1.81,TR,1690424336
502,bonthe,7.5264,-12.505,75.88,92,92,4.68,SL,1690424054
503,minas de marcona,-15.2119,-75.1103,54.01,87,48,11.72,PE,1690424238
504,xilin hot,43.9667,116.0333,78.53,53,0,8.75,CN,1690424052
505,broome,42.2506,-75.833,75.69,77,0,8.99,US,1690424337
506,wooster,40.8051,-81.9351,82.29,75,0,10.36,US,1690424273
507,drayton valley,53.2168,-114.9854,53.06,85,100,17.29,CA,1690424110
508,fada,9.5667,8.3,68.11,93,98,2.19,NG,1690424337
509,conduaga,8.862,117.4893,85.32,68,69,14.36,PH,1690424337
510,aykhal,66.0,111.5,61.43,59,100,8.23,RU,1690424337
511,selfoss,63.9331,-20.9971,49.05,72,100,9.01,IS,1690424337
512,caleta de carquin,-11.0925,-77.6267,67.28,80,49,9.08,PE,1690424337
513,turbat,26.0023,63.044,84.06,79,100,2.33,PK,1690424337
514,harper,4.375,-7.7169,76.06,90,99,8.99,LR,1690424338
515,watsa,3.0372,29.5355,64.04,99,99,1.54,CD,1690424338
516,moroto,2.5345,34.6666,66.58,80,97,5.93,UG,1690424338
517,kayyerkan,69.3786,87.7439,78.3,61,95,2.17,RU,1690424338
518,fort mcmurray,56.7268,-111.381,60.39,88,100,4.61,CA,1690424127
519,as sulayyil,20.4607,45.5779,86.25,10,85,8.72,SA,1690424338
520,sol'-iletsk,51.1631,54.9918,72.18,60,7,2.82,RU,1690424338
521,zhangatas,43.5667,69.75,82.96,33,42,12.1,KZ,1690424338
522,emerald,-23.5333,148.1667,68.34,56,81,15.43,AU,1690424338
523,hafar al-batin,28.4328,45.9708,86.58,19,0,4.61,SA,1690424339
524,sao tome,0.3365,6.7273,75.29,87,84,9.01,ST,1690424339
525,sur,22.5667,59.5289,82.11,75,80,11.43,OM,1690424339
526,sangaria,29.8,74.45,84.92,76,100,3.91,IN,1690424339
527,rodna,47.4167,24.8167,59.38,99,100,4.03,RO,1690424339
528,batesburg-leesville,33.9101,-81.5373,82.71,74,82,6.22,US,1690424339
529,nantucket,41.2835,-70.0995,75.99,96,5,14.58,US,1690424339
530,mukalla,14.5425,49.1242,83.53,68,40,1.59,YE,1690424340
531,lazaro cardenas,17.9583,-102.2,83.08,75,61,5.35,MX,1690424340
532,arteche,12.2645,125.4048,87.66,62,96,7.61,PH,1690424340
533,sakaiminato,35.55,133.2333,91.33,69,0,3.51,JP,1690424048
534,lichinga,-13.3128,35.2406,49.96,88,21,5.66,MZ,1690424340
535,acarau,-2.8856,-40.12,78.33,83,11,16.35,BR,1690424340
536,almeirim,-1.5233,-52.5817,79.75,69,52,2.26,BR,1690424340
537,inhambane,-23.865,35.3833,64.62,70,11,4.59,MZ,1690424340
538,matadi,-5.8167,13.45,70.9,87,2,3.4,CD,1690424341
539,manggar,-2.8833,108.2667,83.7,70,34,14.14,ID,1690424341
540,irtyshsk,53.3333,75.4572,63.41,88,100,11.34,KZ,1690424341
541,grassano,40.6346,16.2779,62.01,63,4,5.91,IT,1690424341
542,talcher,20.95,85.2167,83.41,81,33,11.77,IN,1690424341
543,tasek glugor,5.4803,100.4985,85.93,84,40,3.44,MY,1690424341
544,inari,68.906,27.0288,52.0,93,92,1.52,FI,1690424341
545,luganville,-15.5333,167.1667,72.81,83,100,13.29,VU,1690424342
546,benton,36.3334,-94.3335,87.71,67,0,5.75,US,1690424077
547,cimitarra,6.3142,-73.9497,77.88,83,53,2.17,CO,1690424342
548,tippi,7.2,35.45,63.39,99,99,1.95,ET,1690424342
549,el nido,11.1858,119.3956,84.24,77,96,22.32,PH,1690424342
550,ermoupolis,37.4423,24.9425,84.9,61,78,9.22,GR,1690424342
551,penza,53.2007,45.0046,65.7,88,53,6.85,RU,1690424343
552,leava,-14.3,-178.1667,79.02,74,85,13.33,WF,1690424343
553,shulan,44.4167,126.95,83.17,65,86,13.35,CN,1690424343
554,quellon,-43.1167,-73.6167,44.85,100,100,2.3,CL,1690424343
555,kokpekty,48.75,82.4,82.58,23,97,2.8,KZ,1690424343
556,camiri,-20.05,-63.5167,58.17,65,94,3.6,BO,1690424343
557,sogel,52.85,7.5167,55.6,88,100,1.14,DE,1690424344
558,krasnyy chikoy,50.3643,108.7512,68.52,68,79,4.63,RU,1690424344
559,nicoya,10.1483,-85.452,76.66,87,100,3.89,CR,1690424344
560,campos belos,-13.0367,-46.7717,69.28,38,14,3.53,BR,1690424048
561,tazovsky,67.4667,78.7,65.12,76,11,2.46,RU,1690424344
562,hobyo,5.3505,48.5268,75.7,83,58,22.1,SO,1690424344
563,mugia,43.1041,-9.2179,65.91,79,99,7.07,ES,1690424345
564,mandal,25.45,74.5667,82.0,77,100,9.31,IN,1690424345
565,chak jhumra,31.5678,73.1835,78.73,93,100,11.39,PK,1690424345
566,new norfolk,-42.7826,147.0587,55.92,58,100,4.0,AU,1690424066
567,santa marta de ortigueira,43.6833,-7.85,64.26,86,97,3.2,ES,1690424345
568,rio grande,-32.035,-52.0986,53.94,87,2,15.43,BR,1690424345
569,xining,36.6167,101.7667,59.14,83,100,3.04,CN,1690424345
570,kolwezi,-10.7148,25.4667,56.48,49,24,7.7,CD,1690424346
571,santiago de cuba,20.0247,-75.8219,84.31,70,40,6.91,CU,1690424346
572,jayapura,-2.5333,140.7,79.99,95,100,6.82,ID,1690424346
573,rupert,42.6191,-113.6772,84.18,26,0,4.61,US,1690424346
574,baneh,35.9975,45.8853,68.43,48,0,6.35,IR,1690424346
575,talcahuano,-36.7167,-73.1167,280.97,100,58,0.0,CL,1690424407
576,port-aux-francais,-49.35,70.2167,277.59,78,90,16.12,TF,1690424407
577,port alfred,-33.5906,26.891,289.49,82,92,4.77,ZA,1690424407
578,saint-leu,-21.15,55.2833,291.63,76,47,5.22,RE,1690424407
579,midleton,51.9153,-8.1805,289.33,97,100,4.96,IE,1690424407
580,port elizabeth,-33.918,25.5701,285.31,71,0,3.09,ZA,1690424407
581,margaret river,-33.95,115.0667,286.73,68,97,5.36,AU,1690424269
582,touros,-5.1989,-35.4608,297.03,89,34,5.09,BR,1690424408
583,hami,42.8,93.45,307.87,10,0,4.35,CN,1690424408
584,stiens,53.2623,5.7577,288.7,84,100,2.57,NL,1690424409
585,grytviken,-54.2811,-36.5092,274.02,98,100,5.05,GS,1690424409
586,lompoc,34.6391,-120.4579,297.23,84,100,5.81,US,1690424410
587,invercargill,-46.4,168.35,280.57,70,100,7.29,NZ,1690424270
588,haiku-pauwela,20.9219,-156.3051,301.58,69,40,11.32,US,1690424410
589,olonkinbyen,70.9221,-8.7187,277.8,90,100,4.7,SJ,1690424410
590,hithadhoo,-0.6,73.0833,301.47,78,31,7.31,MV,1690424410
591,kyshtovka,56.555,76.6271,292.68,71,72,0.63,RU,1690424410
592,waitangi,-43.9535,-176.5597,281.38,88,81,0.89,NZ,1690424411
593,taoudenni,22.6783,-3.9836,310.66,23,25,3.96,ML,1690424411
594,anadyr,64.75,177.4833,286.43,82,75,5.0,RU,1690424411
595,lethem,3.3803,-59.7968,297.54,91,100,0.79,GY,1690424411
596,blackmans bay,-43.0167,147.3167,285.78,72,100,2.03,AU,1690424411
597,keflavik,64.0049,-22.5624,283.39,87,20,5.14,IS,1690424411
598,lagoa,39.05,-27.9833,295.36,92,41,7.25,PT,1690424271
599,ribeira grande,38.5167,-28.7,296.36,96,42,0.89,PT,1690424412
600,edinburgh of the seven seas,-37.0676,-12.3116,283.91,52,62,10.43,SH,1690424412
601,bamboo flat,11.7,92.7167,302.2,84,40,5.14,IN,1690424412
602,utrik,11.2278,169.8474,301.4,79,100,8.1,MH,1690424412
603,stanley,54.868,-1.6985,286.64,94,75,1.54,GB,1690424412
604,erdenet,49.0333,104.0833,292.71,57,36,1.88,MN,1690424273
605,adamstown,-25.066,-130.1015,292.94,63,42,6.66,PN,1690424413
606,shiprock,36.7855,-108.687,307.34,24,70,2.93,US,1690424273
607,albany,42.6001,-73.9662,298.38,81,100,2.06,US,1690424413
608,severo-yeniseyskiy,60.3725,93.0408,289.13,93,100,1.15,RU,1690424413
609,papatowai,-46.5619,169.4708,280.06,71,100,9.81,NZ,1690424413
610,chegdomyn,51.1167,133.0167,298.55,58,43,1.4,RU,1690424273
611,kelso,46.1468,-122.9084,300.13,46,0,3.6,US,1690424414
612,thai nguyen,21.5928,105.8442,305.03,66,99,0.98,VN,1690424414
613,hermanus,-34.4187,19.2345,284.92,83,0,2.86,ZA,1690424414
614,pathein,16.7833,94.7333,302.15,77,39,4.81,MM,1690424414
615,avarua,-21.2078,-159.775,297.18,69,75,2.06,CK,1690424274
616,port augusta,-32.5,137.7667,293.99,35,84,10.13,AU,1690424299
617,galliano,29.4422,-90.2992,303.15,67,1,3.16,US,1690424415
618,parthenay,46.6667,-0.4167,290.03,99,34,3.53,FR,1690424274
619,thompson,55.7435,-97.8558,287.24,82,100,1.03,CA,1690424415
620,fort bragg,35.139,-79.006,302.49,77,0,2.57,US,1690424275
621,dryden,49.7833,-92.7503,296.31,83,100,2.57,CA,1690424275
622,longyearbyen,78.2186,15.6401,284.06,71,75,1.03,SJ,1690424415
623,tevriz,57.509,72.4042,291.85,73,13,2.16,RU,1690424415
624,puerto real,36.5282,-6.1901,294.24,88,20,2.57,ES,1690424415
625,greenville,35.6127,-77.3663,301.12,90,0,3.6,US,1690424416
626,college,64.8569,-147.8028,302.92,53,75,1.79,US,1690424416
627,codrington,-38.2667,141.9667,287.64,63,1,8.03,AU,1690424416
628,lionel town,17.8101,-77.2406,304.09,81,96,1.4,JM,1690424275
629,aktau,43.65,51.2,295.47,73,0,3.44,KZ,1690424416
630,midvagur,62.0511,-7.1939,281.61,81,100,4.12,FO,1690424416
631,ancud,-41.8697,-73.8203,281.12,91,100,2.21,CL,1690424417
632,lauro de freitas,-12.8944,-38.3272,298.16,88,75,3.6,BR,1690424276
633,whitehorse,60.7161,-135.0538,293.88,61,100,6.71,CA,1690424417
634,puerto ayora,-0.7393,-90.3518,297.9,93,84,2.68,EC,1690424417
635,shahrinav,38.5709,68.335,300.7,23,1,1.39,TJ,1690424276
636,lihue,21.9789,-159.3672,302.73,73,75,7.2,US,1690424417
637,zouerate,22.7187,-12.4521,303.85,22,41,8.64,MR,1690424418
638,muisne,0.6,-80.0333,298.5,80,91,2.86,EC,1690424418
639,bilibino,68.0546,166.4372,284.63,68,100,1.86,RU,1690424418
640,kerikeri,-35.2268,173.9474,288.1,82,16,1.34,NZ,1690424418
641,west island,-12.1568,96.8225,297.14,88,75,11.32,CC,1690424418
642,hawaiian paradise park,19.5933,-154.9731,300.88,84,75,4.12,US,1690424277
643,machico,32.7,-16.7667,295.5,74,20,2.06,PT,1690424419
644,nuuk,64.1835,-51.7216,278.49,100,100,6.69,GL,1690424419
645,alice springs,-23.7,133.8833,295.9,49,40,5.14,AU,1690424419
646,borgarnes,64.5383,-21.9206,283.18,89,100,5.14,IS,1690424419
647,west plains,36.7281,-91.8524,302.64,70,0,3.09,US,1690424419
648,antofagasta,-23.65,-70.4,290.75,84,68,1.33,CL,1690424420
649,bethel,41.3712,-73.414,298.32,80,0,3.6,US,1690424420
650,florence,43.7667,11.25,293.45,86,0,0.51,IT,1690424420
651,talakan,50.3167,130.3667,302.39,47,9,0.85,RU,1690424278
652,beni,0.5,29.4667,289.27,98,32,0.42,CD,1690424420
653,ramanuj ganj,23.8,83.7,301.36,70,72,2.77,IN,1690424278
654,weno,7.4515,151.8468,301.56,74,22,3.17,FM,1690424421
655,kapuskasing,49.4169,-82.4331,292.2,94,75,1.03,CA,1690424421
656,iqaluit,63.7506,-68.5145,280.0,87,40,1.54,CA,1690424279
657,lebu,-37.6167,-73.65,281.76,85,86,0.28,CL,1690424421
658,concordia,-31.393,-58.0209,280.81,97,100,2.28,AR,1690424421
659,soio,-6.1349,12.3689,293.96,90,5,2.79,AO,1690424421
660,santa ana,33.7456,-117.8678,310.6,46,0,4.63,US,1690424421
661,lincoln,40.8,-96.667,305.3,76,0,2.57,US,1690424336
662,prince rupert,54.3161,-130.3201,290.2,82,20,5.14,CA,1690424422
663,kingston,17.997,-76.7936,303.68,74,20,4.12,JM,1690424419
664,ust-nera,64.5667,143.2,287.57,58,100,3.31,RU,1690424423
665,playa blanca,28.8643,-13.8281,295.26,77,9,8.38,ES,1690424423
666,kirensk,57.7853,108.1119,297.11,64,99,1.49,RU,1690424280
667,la ronge,55.1001,-105.2842,285.29,87,100,6.69,CA,1690424423
668,dhidhdhoo,6.8833,73.1,300.88,75,90,2.77,MV,1690424280
669,kodiak,57.79,-152.4072,287.88,82,100,3.09,US,1690424424
670,banda aceh,5.5577,95.3222,302.41,65,100,5.07,ID,1690424402
671,klaksvik,62.2266,-6.589,281.66,84,68,3.43,FO,1690424424
672,hlukhiv,51.6782,33.9162,289.74,94,63,3.0,UA,1690424424
673,kawambwa,-9.7915,29.0791,286.47,58,25,4.07,ZM,1690424424
674,malvan,16.0667,73.4667,298.54,90,100,8.82,IN,1690424424
675,ushuaia,-54.8,-68.3,272.96,69,0,2.57,AR,1690424425
676,terrace,54.5163,-128.6035,293.27,52,75,3.09,CA,1690424407
677,tolanaro,-25.0319,46.9987,292.07,60,85,4.66,MG,1690424425
678,saint croix,17.7397,-64.7388,300.4,78,0,4.63,VI,1690424425
679,pandan,14.0453,124.1694,303.18,71,100,6.5,PH,1690424425
680,tiksi,71.6872,128.8694,280.89,71,33,2.85,RU,1690424425
681,enewetak,11.3474,162.3373,301.68,77,100,6.01,MH,1690424281
682,luderitz,-26.6481,15.1594,285.45,70,0,3.24,,1690424425
683,yellowknife,62.456,-114.3525,297.44,33,20,6.17,CA,1690424398
684,abra pampa,-22.7205,-65.697,277.16,53,4,1.44,AR,1690424426
685,ocean city,39.2776,-74.5746,298.14,89,5,4.57,US,1690424282
686,tazacorte,28.629,-17.9293,295.69,80,75,6.69,ES,1690424426
687,buka,40.8108,69.1986,303.92,16,4,3.98,UZ,1690424426
688,souillac,-20.5167,57.5167,292.36,94,20,1.54,MU,1690424427
689,usogorsk,63.4106,48.6872,288.33,73,100,2.8,RU,1690424427
690,praia da vitoria,38.7333,-27.0667,295.24,88,20,2.93,PT,1690424427
691,namibe,-15.1961,12.1522,288.58,91,69,3.97,AO,1690424283
692,kudahuvadhoo,2.6708,72.8944,301.4,78,36,4.92,MV,1690424427
693,puerto natales,-51.7236,-72.4875,271.77,92,100,1.18,CL,1690424427
694,iskateley,67.6803,53.1512,290.56,71,99,1.68,RU,1690424283
695,inarajan village,13.2736,144.7484,300.81,91,100,5.32,GU,1690424284
696,ulanhot,46.0833,122.0833,299.38,66,100,3.16,CN,1690424284
697,okondja,-0.6549,13.6753,296.2,82,62,0.73,GA,1690424428
698,isafjordur,66.0755,-23.124,280.08,87,99,5.26,IS,1690424429
699,mga,59.75,31.0667,289.11,99,44,2.14,RU,1690424289
700,beau vallon,-20.4189,57.6953,292.71,94,20,1.54,MU,1690424429
701,hammerfest,70.6634,23.6821,284.4,87,100,2.57,NO,1690424429
702,port mathurin,-19.6833,63.4167,296.78,79,51,7.81,MU,1690424429
703,nabire,-3.3667,135.4833,303.26,66,70,1.29,ID,1690424429
704,prado,-17.3411,-39.2208,295.83,68,82,2.2,BR,1690424285
705,kosh-agach,50.0,88.6667,291.66,39,94,1.2,RU,1690424285
706,st. john's,47.5649,-52.7093,292.47,84,100,9.26,CA,1690424430
707,nemuro,43.3236,145.575,292.83,91,100,3.09,JP,1690424430
708,talnakh,69.4865,88.3972,298.82,53,81,2.72,RU,1690424430
709,saipan,15.1355,145.701,301.54,100,40,5.66,MP,1690424286
710,khandyga,62.6667,135.6,295.25,30,0,5.46,RU,1690424431
711,rehoboth,-23.3167,17.0833,284.97,25,0,1.12,,1690424431
712,udachny,66.4167,112.4,295.07,52,99,4.71,RU,1690424431
713,boca do acre,-8.7522,-67.3978,298.25,52,52,0.93,BR,1690424286
714,humanes de madrid,40.2504,-3.8306,297.73,37,0,0.45,ES,1690424431
715,sitka,57.0531,-135.33,289.09,82,100,1.54,US,1690424287
716,guerrero negro,27.9769,-114.0611,295.31,73,4,6.33,MX,1690424431
717,santa marta,11.2408,-74.199,301.18,83,75,4.12,CO,1690424351
718,jamestown,42.097,-79.2353,294.92,97,100,5.14,US,1690424432
719,ulladulla,-35.35,150.4667,292.64,30,0,2.78,AU,1690424287
720,kone,-21.0595,164.8658,297.6,39,0,4.38,NC,1690424432
721,palikir - national government center,6.9248,158.1611,303.62,70,75,4.12,FM,1690424432
722,ilulissat,69.2167,-51.1,281.16,66,0,2.06,GL,1690424433
723,rio preto da eva,-2.6994,-59.6997,298.71,57,16,1.28,BR,1690424433
724,severobaykal'sk,55.65,109.3167,287.03,86,100,1.38,RU,1690424433
725,woolgoolga,-30.1106,153.2007,292.62,54,0,2.93,AU,1690424433
726,kolonia,50.9333,6.95,290.86,67,0,4.12,DE,1690424145
727,taroa,8.7058,171.2275,301.29,78,100,5.07,MH,1690424434
728,vilyuchinsk,52.9306,158.4028,296.3,80,99,3.17,RU,1690424434
729,basco,20.4487,121.9702,302.87,73,100,14.7,PH,1690424434
730,tizi-n-tleta,36.5457,4.0571,296.0,50,0,2.28,DZ,1690424434
731,woods creek,47.8787,-121.8985,296.42,58,77,2.24,US,1690424289
732,jastrowie,53.4205,16.8176,283.37,93,3,2.41,PL,1690424435
733,atafu village,-8.5421,-172.5159,301.67,75,100,8.04,TK,1690424435
734,colombo,6.9319,79.8478,299.23,86,100,2.8,LK,1690424275
